# mesh name: latR50_2D
# primitive scorer name: latR50Dose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
122,0,0,1.204157756662876e-06,9.567483502594504e-15,350
123,0,0,9.527126558978847e-07,7.694908906182061e-15,265
124,0,0,7.766427665148418e-07,6.434808015628398e-15,231
125,0,0,5.488904330060995e-07,4.206903356435186e-15,207
126,0,0,4.234232884525558e-07,3.529184534382736e-15,161
127,0,0,4.004772281180214e-07,3.4105478520151e-15,164
128,0,0,3.322973192500805e-07,1.99596874567115e-15,167
129,0,0,3.922074306658125e-07,3.103333286414087e-15,181
130,0,0,4.243419024546891e-07,3.057643237088288e-15,187
131,0,0,2.835272752577116e-07,1.858680253447971e-15,135
132,0,0,4.13391189873381e-07,3.050932649261072e-15,178
133,0,0,3.935070339718265e-07,3.118341410273239e-15,160
134,0,0,3.709181779360958e-07,2.666435138276365e-15,137
135,0,0,3.181217177715441e-07,1.904799787829495e-15,149
136,0,0,3.699205022799929e-07,2.590055354783686e-15,150
137,0,0,3.672841743468931e-07,2.521882040633801e-15,137
138,0,0,3.652334394302771e-07,2.670381390282597e-15,141
139,0,0,2.826558300486741e-07,1.516586751269018e-15,128
140,0,0,3.038528088953346e-07,1.805444130756434e-15,128
141,0,0,3.660075321479514e-07,2.948308541340981e-15,136
142,0,0,2.732071772683377e-07,1.809584175290538e-15,120
143,0,0,3.704821339683257e-07,2.39695948328081e-15,139
144,0,0,2.920189287189985e-07,2.620448571553149e-15,128
145,0,0,3.199434136883761e-07,2.195914629380619e-15,119
146,0,0,3.054789350243784e-07,2.075334837785928e-15,120
147,0,0,2.651227657518885e-07,2.288242196815055e-15,96
148,0,0,3.228005686280152e-07,2.417355285770118e-15,123
149,0,0,3.203398632703018e-07,2.809117882614731e-15,104
